River,Year,Date,Daily.Count
Kenai,1982,26-Jun,520.5130287
Kenai,1982,27-Jun,714.1818741
Kenai,1982,28-Jun,639.155694
Kenai,1982,29-Jun,422.4457412
Kenai,1982,30-Jun,484.1994498
Kenai,1982,1-Jul,719.6914604
Kenai,1982,2-Jul,863.1317795
Kenai,1982,3-Jul,509.2322397
Kenai,1982,4-Jul,246.7932218
Kenai,1982,5-Jul,199.2573706
Kenai,1982,6-Jul,362.1328747
Kenai,1982,7-Jul,515.9917001
Kenai,1982,8-Jul,445.4280403
Kenai,1982,9-Jul,1079.775656
Kenai,1982,10-Jul,650.3786814
Kenai,1982,11-Jul,301.9792346
Kenai,1982,12-Jul,1161.704866
Kenai,1982,13-Jul,1231.526902
Kenai,1982,14-Jul,1312.104519
Kenai,1982,15-Jul,4384.879483
Kenai,1982,16-Jul,18570.50976
Kenai,1982,17-Jul,17472.26534
Kenai,1982,18-Jul,99119.15103
Kenai,1982,19-Jul,121023.6273
Kenai,1982,20-Jul,129645.1036
Kenai,1982,21-Jul,76315.71078
Kenai,1982,22-Jul,29126.37704
Kenai,1982,23-Jul,36663.52913
Kenai,1982,24-Jul,32628.90104
Kenai,1982,25-Jul,34134.59125
Kenai,1982,26-Jul,24625.50645
Kenai,1982,27-Jul,77107.5234
Kenai,1982,28-Jul,33467.49529
Kenai,1982,29-Jul,16180.27467
Kenai,1982,30-Jul,12447.70424
Kenai,1982,31-Jul,11012.32825
Kenai,1982,1-Aug,7305.874588
Kenai,1982,2-Aug,5005.314419
Kenai,1982,3-Aug,4297.710035
Kenai,1982,4-Aug,2963.057466
Kenai,1983,22-Jun,520.6694522
Kenai,1983,23-Jun,573.66804
Kenai,1983,24-Jun,542.2580045
Kenai,1983,25-Jun,743.2039813
Kenai,1983,26-Jun,502.546331
Kenai,1983,27-Jun,752.5047798
Kenai,1983,28-Jun,747.4805207
Kenai,1983,29-Jun,504.5308652
Kenai,1983,30-Jun,458.9103121
Kenai,1983,1-Jul,366.3853554
Kenai,1983,2-Jul,260.7146711
Kenai,1983,3-Jul,315.1287174
Kenai,1983,4-Jul,252.983617
Kenai,1983,5-Jul,235.00683
Kenai,1983,6-Jul,325.2571285
Kenai,1983,7-Jul,217.8247627
Kenai,1983,8-Jul,219.48219
Kenai,1983,9-Jul,403.9775687
Kenai,1983,10-Jul,1647.292733
Kenai,1983,11-Jul,3279.267467
Kenai,1983,12-Jul,3989.426272
Kenai,1983,13-Jul,17458.70701
Kenai,1983,14-Jul,38361.21049
Kenai,1983,15-Jul,76144.18553
Kenai,1983,16-Jul,59844.39777
Kenai,1983,17-Jul,49158.48284
Kenai,1983,18-Jul,118639.0207
Kenai,1983,19-Jul,109924.244
Kenai,1983,20-Jul,112291.6745
Kenai,1983,21-Jul,62802.5927
Kenai,1983,22-Jul,27684.62483
Kenai,1983,23-Jul,15557.0624
Kenai,1983,24-Jul,18930.77758
Kenai,1983,25-Jul,10121.05947
Kenai,1983,26-Jul,14846.30085
Kenai,1983,27-Jul,3040.34083
Kenai,1983,28-Jul,6123.261074
Kenai,1983,29-Jul,5234.032929
Kenai,1983,30-Jul,3125.162893
Kenai,1983,31-Jul,7694.614436
Kenai,1983,1-Aug,12907.09608
Kenai,1983,2-Aug,8589.366982
Kenai,1983,3-Aug,2753.056267
Kenai,1983,4-Aug,12130.30046
Kenai,1983,5-Aug,26336.50947
Kenai,1983,6-Aug,11097.27986
Kenai,1983,7-Aug,4808.83208
Kenai,1983,8-Aug,5135.506228
Kenai,1983,9-Aug,3144.478229
Kenai,1983,10-Aug,2371.054971
Kenai,1983,11-Aug,2250.848586
Kenai,1983,12-Aug,1090.252741
Kenai,1984,22-Jun,1230.71527
Kenai,1984,23-Jun,1679.866332
Kenai,1984,24-Jun,1282.450341
Kenai,1984,25-Jun,916.0007188
Kenai,1984,26-Jun,764.0499503
Kenai,1984,27-Jun,962.7850129
Kenai,1984,28-Jun,858.2286121
Kenai,1984,29-Jun,362.717467
Kenai,1984,30-Jun,1181.642898
Kenai,1984,1-Jul,806.576739
Kenai,1984,2-Jul,585.0892095
Kenai,1984,3-Jul,520.5167878
Kenai,1984,4-Jul,709.4394917
Kenai,1984,5-Jul,856.8213499
Kenai,1984,6-Jul,863.1907711
Kenai,1984,7-Jul,755.1768238
Kenai,1984,8-Jul,1650.804441
Kenai,1984,9-Jul,3653.200588
Kenai,1984,10-Jul,5081.797364
Kenai,1984,11-Jul,3946.261852
Kenai,1984,12-Jul,2228.843712
Kenai,1984,13-Jul,1871.283041
Kenai,1984,14-Jul,840.0860754
Kenai,1984,15-Jul,1209.299478
Kenai,1984,16-Jul,18632.34065
Kenai,1984,17-Jul,32221.35868
Kenai,1984,18-Jul,69948.87989
Kenai,1984,19-Jul,27323.4106
Kenai,1984,20-Jul,21317.49053
Kenai,1984,21-Jul,29293.1454
Kenai,1984,22-Jul,46324.98201
Kenai,1984,23-Jul,49352.67532
Kenai,1984,24-Jul,33835.82444
Kenai,1984,25-Jul,30067.19648
Kenai,1984,26-Jul,24595.36366
Kenai,1984,27-Jul,16171.76942
Kenai,1984,28-Jul,14390.41194
Kenai,1984,29-Jul,7763.211133
Kenai,1984,30-Jul,3704.407438
Kenai,1984,31-Jul,3113.471299
Kenai,1984,1-Aug,2093.814975
Kenai,1984,2-Aug,2059.255829
Kenai,1984,3-Aug,2732.343281
Kenai,1984,4-Aug,2034.916687
Kenai,1984,5-Aug,3574.318007
Kenai,1984,6-Aug,2008.954217
Kenai,1984,7-Aug,1199.974469
Kenai,1984,8-Aug,2896.845609
Kenai,1985,22-Jun,350
Kenai,1985,23-Jun,727
Kenai,1985,24-Jun,749
Kenai,1985,25-Jun,544
Kenai,1985,26-Jun,578
Kenai,1985,27-Jun,573
Kenai,1985,28-Jun,941
Kenai,1985,29-Jun,893
Kenai,1985,30-Jun,785
Kenai,1985,1-Jul,2583
Kenai,1985,2-Jul,1011
Kenai,1985,3-Jul,616
Kenai,1985,4-Jul,1786
Kenai,1985,5-Jul,1640
Kenai,1985,6-Jul,2066
Kenai,1985,7-Jul,1204
Kenai,1985,8-Jul,2990
Kenai,1985,9-Jul,945
Kenai,1985,10-Jul,1220
Kenai,1985,11-Jul,1777
Kenai,1985,12-Jul,1365
Kenai,1985,13-Jul,591
Kenai,1985,14-Jul,6583
Kenai,1985,15-Jul,14191
Kenai,1985,16-Jul,29422
Kenai,1985,17-Jul,4485
Kenai,1985,18-Jul,1897
Kenai,1985,19-Jul,659
Kenai,1985,20-Jul,653
Kenai,1985,21-Jul,2767
Kenai,1985,22-Jul,41665
Kenai,1985,23-Jul,77429
Kenai,1985,24-Jul,122616
Kenai,1985,25-Jul,78365
Kenai,1985,26-Jul,84950
Kenai,1985,27-Jul,42657
Kenai,1985,28-Jul,48878
Kenai,1985,29-Jul,30321
Kenai,1985,30-Jul,23757
Kenai,1985,31-Jul,10042
Kenai,1985,1-Aug,5802
Kenai,1985,2-Aug,2206
Kenai,1985,3-Aug,1917
Kenai,1985,4-Aug,2305
Kenai,1985,5-Aug,1569
Kenai,1985,6-Aug,2585
Kenai,1985,7-Aug,1946
Kenai,1985,8-Aug,2944
Kenai,1985,9-Aug,3252
Kenai,1985,10-Aug,4155
Kenai,1985,11-Aug,4945
Kenai,1986,22-Jun,240
Kenai,1986,23-Jun,737
Kenai,1986,24-Jun,522
Kenai,1986,25-Jun,441
Kenai,1986,26-Jun,191
Kenai,1986,27-Jun,342
Kenai,1986,28-Jun,628
Kenai,1986,29-Jun,392
Kenai,1986,30-Jun,264
Kenai,1986,1-Jul,598
Kenai,1986,2-Jul,499
Kenai,1986,3-Jul,677
Kenai,1986,4-Jul,598
Kenai,1986,5-Jul,439
Kenai,1986,6-Jul,783
Kenai,1986,7-Jul,766
Kenai,1986,8-Jul,231
Kenai,1986,9-Jul,125
Kenai,1986,10-Jul,76
Kenai,1986,11-Jul,290
Kenai,1986,12-Jul,493
Kenai,1986,13-Jul,1246
Kenai,1986,14-Jul,15636
Kenai,1986,15-Jul,8703
Kenai,1986,16-Jul,6490
Kenai,1986,17-Jul,8118
Kenai,1986,18-Jul,9658
Kenai,1986,19-Jul,11451
Kenai,1986,20-Jul,7590
Kenai,1986,21-Jul,45496
Kenai,1986,22-Jul,66503
Kenai,1986,23-Jul,38439
Kenai,1986,24-Jul,43433
Kenai,1986,25-Jul,64887
Kenai,1986,26-Jul,106734
Kenai,1986,27-Jul,80593
Kenai,1986,28-Jul,37817
Kenai,1986,29-Jul,23689
Kenai,1986,30-Jul,34526
Kenai,1986,31-Jul,25565
Kenai,1987,22-Jun,1791
Kenai,1987,23-Jun,1225
Kenai,1987,24-Jun,735
Kenai,1987,25-Jun,787
Kenai,1987,26-Jun,1328
Kenai,1987,27-Jun,1981
Kenai,1987,28-Jun,2340
Kenai,1987,29-Jun,1711
Kenai,1987,30-Jun,1598
Kenai,1987,1-Jul,883
Kenai,1987,2-Jul,646
Kenai,1987,3-Jul,493
Kenai,1987,4-Jul,652
Kenai,1987,5-Jul,695
Kenai,1987,6-Jul,565
Kenai,1987,7-Jul,747
Kenai,1987,8-Jul,564
Kenai,1987,9-Jul,462
Kenai,1987,10-Jul,472
Kenai,1987,11-Jul,413
Kenai,1987,12-Jul,1219
Kenai,1987,13-Jul,6841
Kenai,1987,14-Jul,6797
Kenai,1987,15-Jul,35742
Kenai,1987,16-Jul,24581
Kenai,1987,17-Jul,20208
Kenai,1987,18-Jul,13931
Kenai,1987,19-Jul,27169
Kenai,1987,20-Jul,163877
Kenai,1987,21-Jul,217837
Kenai,1987,22-Jul,190098
Kenai,1987,23-Jul,194435
Kenai,1987,24-Jul,185078
Kenai,1987,25-Jul,184880
Kenai,1987,26-Jul,160367
Kenai,1987,27-Jul,121469
Kenai,1987,28-Jul,102278
Kenai,1987,29-Jul,58188
Kenai,1987,30-Jul,52240
Kenai,1987,31-Jul,88507
Kenai,1987,1-Aug,87833
Kenai,1987,2-Aug,62206
Kenai,1987,3-Aug,40203
Kenai,1987,4-Aug,28655
Kenai,1987,5-Aug,26810
Kenai,1987,6-Aug,20798
Kenai,1987,7-Aug,19517
Kenai,1987,8-Aug,10849
Kenai,1987,9-Aug,12306
Kenai,1987,10-Aug,15549
Kenai,1987,11-Aug,11659
Kenai,1987,12-Aug,8454
Kenai,1987,13-Aug,5217
Kenai,1987,14-Aug,14393
Kenai,1987,15-Aug,5331
Kenai,1988,1-Jul,218
Kenai,1988,2-Jul,163
Kenai,1988,3-Jul,283
Kenai,1988,4-Jul,344
Kenai,1988,5-Jul,691
Kenai,1988,6-Jul,863
Kenai,1988,7-Jul,465
Kenai,1988,8-Jul,245
Kenai,1988,9-Jul,553
Kenai,1988,10-Jul,10961
Kenai,1988,11-Jul,75629
Kenai,1988,12-Jul,35580
Kenai,1988,13-Jul,76009
Kenai,1988,14-Jul,63034
Kenai,1988,15-Jul,52668
Kenai,1988,16-Jul,76971
Kenai,1988,17-Jul,41367
Kenai,1988,18-Jul,55139
Kenai,1988,19-Jul,47345
Kenai,1988,20-Jul,49404
Kenai,1988,21-Jul,79030
Kenai,1988,22-Jul,150596
Kenai,1988,23-Jul,160172
Kenai,1988,24-Jul,93037
Kenai,1988,25-Jul,59068
Kenai,1988,26-Jul,36983
Kenai,1988,27-Jul,20188
Kenai,1988,28-Jul,11822
Kenai,1988,29-Jul,11327
Kenai,1988,30-Jul,3887
Kenai,1988,31-Jul,4671
Kenai,1988,1-Aug,5810
Kenai,1988,2-Aug,6466
Kenai,1988,3-Aug,5219
Kenai,1988,4-Aug,13417
Kenai,1988,5-Aug,26500
Kenai,1988,6-Aug,27706
Kenai,1988,7-Aug,26266
Kenai,1988,8-Aug,14848
Kenai,1988,9-Aug,12013
Kenai,1988,10-Aug,0
Kenai,1988,11-Aug,0
Kenai,1989,1-Jul,129
Kenai,1989,2-Jul,897
Kenai,1989,3-Jul,1403
Kenai,1989,4-Jul,562
Kenai,1989,5-Jul,1996
Kenai,1989,6-Jul,9073
Kenai,1989,7-Jul,11964
Kenai,1989,8-Jul,7369
Kenai,1989,9-Jul,5459
Kenai,1989,10-Jul,9474
Kenai,1989,11-Jul,6537
Kenai,1989,12-Jul,50334
Kenai,1989,13-Jul,127621
Kenai,1989,14-Jul,150594
Kenai,1989,15-Jul,113663
Kenai,1989,16-Jul,71557
Kenai,1989,17-Jul,110727
Kenai,1989,18-Jul,134080
Kenai,1989,19-Jul,44855
Kenai,1989,20-Jul,122436
Kenai,1989,21-Jul,181918
Kenai,1989,22-Jul,150180
Kenai,1989,23-Jul,170759
Kenai,1989,24-Jul,93655
Kenai,1989,25-Jul,41537
Kenai,1989,26-Jul,68951
Kenai,1989,27-Jul,101395
Kenai,1989,28-Jul,73799
Kenai,1989,29-Jul,57764
Kenai,1989,30-Jul,33258
Kenai,1989,31-Jul,24005
Kenai,1989,1-Aug,41912
Kenai,1989,2-Aug,29741
Kenai,1989,3-Aug,24095
Kenai,1989,4-Aug,21312
Kenai,1989,5-Aug,18072
Kenai,1989,6-Aug,30955
Kenai,1989,7-Aug,41197
Kenai,1989,8-Aug,25483
Kenai,1989,9-Aug,10901
Kenai,1989,10-Aug,18222
Kenai,1989,11-Aug,23563
Kenai,1989,12-Aug,11267
Kenai,1989,13-Aug,7398
Kenai,1989,14-Aug,8313
Kenai,1989,15-Aug,5193
Kenai,1990,1-Jul,453
Kenai,1990,2-Jul,629
Kenai,1990,3-Jul,1044
Kenai,1990,4-Jul,6642
Kenai,1990,5-Jul,8959
Kenai,1990,6-Jul,10850
Kenai,1990,7-Jul,6561
Kenai,1990,8-Jul,7097
Kenai,1990,9-Jul,4664
Kenai,1990,10-Jul,1656
Kenai,1990,11-Jul,1290
Kenai,1990,12-Jul,1933
Kenai,1990,13-Jul,2665
Kenai,1990,14-Jul,3469
Kenai,1990,15-Jul,2969
Kenai,1990,16-Jul,4313
Kenai,1990,17-Jul,65286
Kenai,1990,18-Jul,135380
Kenai,1990,19-Jul,62093
Kenai,1990,20-Jul,53797
Kenai,1990,21-Jul,55340
Kenai,1990,22-Jul,14908
Kenai,1990,23-Jul,43626
Kenai,1990,24-Jul,55501
Kenai,1990,25-Jul,91947
Kenai,1990,26-Jul,41513
Kenai,1990,27-Jul,8932
Kenai,1990,28-Jul,13741
Kenai,1990,29-Jul,49708
Kenai,1990,30-Jul,48351
Kenai,1990,31-Jul,19517
Kenai,1990,1-Aug,11230
Kenai,1990,2-Aug,16860
Kenai,1990,3-Aug,33333
Kenai,1990,4-Aug,29196
Kenai,1990,5-Aug,14022
Kenai,1990,6-Aug,12774
Kenai,1990,7-Aug,8108
Kenai,1991,1-Jul,1133
Kenai,1991,2-Jul,931
Kenai,1991,3-Jul,763
Kenai,1991,4-Jul,1209
Kenai,1991,5-Jul,6340
Kenai,1991,6-Jul,4794
Kenai,1991,7-Jul,1068
Kenai,1991,8-Jul,991
Kenai,1991,9-Jul,1503
Kenai,1991,10-Jul,2250
Kenai,1991,11-Jul,3506
Kenai,1991,12-Jul,5669
Kenai,1991,13-Jul,2418
Kenai,1991,14-Jul,1151
Kenai,1991,15-Jul,2365
Kenai,1991,16-Jul,4896
Kenai,1991,17-Jul,12097
Kenai,1991,18-Jul,27485
Kenai,1991,19-Jul,50055
Kenai,1991,20-Jul,57252
Kenai,1991,21-Jul,31081
Kenai,1991,22-Jul,33758
Kenai,1991,23-Jul,44000
Kenai,1991,24-Jul,67610
Kenai,1991,25-Jul,47918
Kenai,1991,26-Jul,51160
Kenai,1991,27-Jul,66978
Kenai,1991,28-Jul,87261
Kenai,1991,29-Jul,72152
Kenai,1991,30-Jul,58692
Kenai,1991,31-Jul,59978
Kenai,1991,1-Aug,42728
Kenai,1991,2-Aug,23841
Kenai,1991,3-Aug,13695
Kenai,1991,4-Aug,5747
Kenai,1991,5-Aug,4843
Kenai,1991,6-Aug,5826
Kenai,1991,7-Aug,6564
Kenai,1991,8-Aug,12687
Kenai,1991,9-Aug,11838
Kenai,1991,10-Aug,7859
Kenai,1991,11-Aug,6145
Kenai,1991,12-Aug,4604
Kenai,1992,1-Jul,3900
Kenai,1992,2-Jul,2881
Kenai,1992,3-Jul,4101
Kenai,1992,4-Jul,2926
Kenai,1992,5-Jul,1559
Kenai,1992,6-Jul,3470
Kenai,1992,7-Jul,1242
Kenai,1992,8-Jul,1985
Kenai,1992,9-Jul,1577
Kenai,1992,10-Jul,3915
Kenai,1992,11-Jul,2376
Kenai,1992,12-Jul,29887
Kenai,1992,13-Jul,99047
Kenai,1992,14-Jul,93897
Kenai,1992,15-Jul,39978
Kenai,1992,16-Jul,23519
Kenai,1992,17-Jul,16444
Kenai,1992,18-Jul,25797
Kenai,1992,19-Jul,12549
Kenai,1992,20-Jul,42371
Kenai,1992,21-Jul,72822
Kenai,1992,22-Jul,52135
Kenai,1992,23-Jul,45400
Kenai,1992,24-Jul,69883
Kenai,1992,25-Jul,116880
Kenai,1992,26-Jul,107815
Kenai,1992,27-Jul,94387
Kenai,1992,28-Jul,89683
Kenai,1992,29-Jul,83133
Kenai,1992,30-Jul,48188
Kenai,1992,31-Jul,18160
Kenai,1992,1-Aug,16130
Kenai,1992,2-Aug,14739
Kenai,1992,3-Aug,9192
Kenai,1992,4-Aug,8938
Kenai,1992,5-Aug,15269
Kenai,1992,6-Aug,20262
Kenai,1992,7-Aug,16706
Kenai,1992,8-Aug,20345
Kenai,1992,9-Aug,16144
Kenai,1992,10-Aug,18873
Kenai,1992,11-Aug,18852
Kenai,1992,12-Aug,16407
Kenai,1992,13-Aug,26103
Kenai,1993,1-Jul,4538
Kenai,1993,2-Jul,6618
Kenai,1993,3-Jul,3588
Kenai,1993,4-Jul,6625
Kenai,1993,5-Jul,20461
Kenai,1993,6-Jul,22772
Kenai,1993,7-Jul,3924
Kenai,1993,8-Jul,5485
Kenai,1993,9-Jul,15720
Kenai,1993,10-Jul,5401
Kenai,1993,11-Jul,1689
Kenai,1993,12-Jul,5212
Kenai,1993,13-Jul,10470
Kenai,1993,14-Jul,124968
Kenai,1993,15-Jul,105399
Kenai,1993,16-Jul,114733
Kenai,1993,17-Jul,96959
Kenai,1993,18-Jul,35432
Kenai,1993,19-Jul,19374
Kenai,1993,20-Jul,27226
Kenai,1993,21-Jul,28622
Kenai,1993,22-Jul,19794
Kenai,1993,23-Jul,14731
Kenai,1993,24-Jul,13688
Kenai,1993,25-Jul,12427
Kenai,1993,26-Jul,40001
Kenai,1993,27-Jul,58288
Kenai,1993,28-Jul,31338
Kenai,1993,29-Jul,28108
Kenai,1993,30-Jul,24838
Kenai,1993,31-Jul,20877
Kenai,1993,1-Aug,15087
Kenai,1993,2-Aug,19910
Kenai,1993,3-Aug,14839
Kenai,1993,4-Aug,8650
Kenai,1993,5-Aug,13148
Kenai,1993,6-Aug,32995
Kenai,1993,7-Aug,20538
Kenai,1993,8-Aug,12257
Kenai,1993,9-Aug,22910
Kenai,1993,10-Aug,12332
Kenai,1993,11-Aug,9957
Kenai,1993,12-Aug,10590
Kenai,1993,13-Aug,12404
Kenai,1994,1-Jul,482
Kenai,1994,2-Jul,316
Kenai,1994,3-Jul,695
Kenai,1994,4-Jul,1517
Kenai,1994,5-Jul,1117
Kenai,1994,6-Jul,5229
Kenai,1994,7-Jul,4576
Kenai,1994,8-Jul,3326
Kenai,1994,9-Jul,3117
Kenai,1994,10-Jul,4027
Kenai,1994,11-Jul,3002
Kenai,1994,12-Jul,2469
Kenai,1994,13-Jul,2785
Kenai,1994,14-Jul,10176
Kenai,1994,15-Jul,44232
Kenai,1994,16-Jul,14191
Kenai,1994,17-Jul,70936
Kenai,1994,18-Jul,59131
Kenai,1994,19-Jul,36876
Kenai,1994,20-Jul,60713
Kenai,1994,21-Jul,53083
Kenai,1994,22-Jul,42265
Kenai,1994,23-Jul,65795
Kenai,1994,24-Jul,81166
Kenai,1994,25-Jul,29603
Kenai,1994,26-Jul,11280
Kenai,1994,27-Jul,6419
Kenai,1994,28-Jul,10955
Kenai,1994,29-Jul,13491
Kenai,1994,30-Jul,27287
Kenai,1994,31-Jul,79414
Kenai,1994,1-Aug,134069
Kenai,1994,2-Aug,76070
Kenai,1994,3-Aug,33108
Kenai,1994,4-Aug,22864
Kenai,1994,5-Aug,19958
Kenai,1994,6-Aug,16965
Kenai,1994,7-Aug,10821
Kenai,1994,8-Aug,12760
Kenai,1994,9-Aug,18268
Kenai,1994,10-Aug,29423
Kenai,1994,11-Aug,31305
Kenai,1994,12-Aug,28674
Kenai,1994,13-Aug,30333
Kenai,1994,14-Aug,24280
Kenai,1994,15-Aug,28825
Kenai,1994,16-Aug,24305
Kenai,1994,17-Aug,16477
Kenai,1994,18-Aug,22462
Kenai,1994,19-Aug,29321
Kenai,1994,20-Aug,18707
Kenai,1994,21-Aug,11670
Kenai,1994,22-Aug,9585
Kenai,1994,23-Aug,12129
Kenai,1995,1-Jul,2475
Kenai,1995,2-Jul,1742
Kenai,1995,3-Jul,1427
Kenai,1995,4-Jul,976
Kenai,1995,5-Jul,2189
Kenai,1995,6-Jul,2586
Kenai,1995,7-Jul,5102
Kenai,1995,8-Jul,1653
Kenai,1995,9-Jul,389
Kenai,1995,10-Jul,2452
Kenai,1995,11-Jul,2183
Kenai,1995,12-Jul,1067
Kenai,1995,13-Jul,1382
Kenai,1995,14-Jul,1845
Kenai,1995,15-Jul,1448
Kenai,1995,16-Jul,2712
Kenai,1995,17-Jul,38690
Kenai,1995,18-Jul,44340
Kenai,1995,19-Jul,47929
Kenai,1995,20-Jul,51419
Kenai,1995,21-Jul,76265
Kenai,1995,22-Jul,45137
Kenai,1995,23-Jul,66818
Kenai,1995,24-Jul,80112
Kenai,1995,25-Jul,90013
Kenai,1995,26-Jul,54182
Kenai,1995,27-Jul,38102
Kenai,1995,28-Jul,30351
Kenai,1995,29-Jul,11833
Kenai,1995,30-Jul,4983
Kenai,1995,31-Jul,6054
Kenai,1995,1-Aug,9705
Kenai,1995,2-Aug,3625
Kenai,1995,3-Aug,11553
Kenai,1995,4-Aug,42361
Kenai,1995,5-Aug,18023
Kenai,1995,6-Aug,3271
Kenai,1995,7-Aug,16941
Kenai,1995,8-Aug,8056
Kenai,1995,9-Aug,9912
Kenai,1995,10-Aug,9218
Kenai,1995,11-Aug,13310
Kenai,1995,12-Aug,7886
Kenai,1995,13-Aug,4878
